SKU,Quantity,Barcode,Title,UpdatedAt
2109-4012-3120,0,841298137760,"12mm REX® Shaft with E-Clip (Stainless Steel, 312mm Length)",2026-05-04 21:43:11
2201-0101-0103,0,,goBILDA Dark Matter Hoodie,2026-05-04 21:43:11
2202-0101-0103,0,,goBILDA Dark Matter T-Shirt,2026-05-04 21:43:11
2202-0102-0103,0,,goBILDA® Classic T-Shirt (Adult Sizes),2026-05-04 21:43:11
2202-0102-0201,0,,goBILDA® Classic T-Shirt (Youth Sizes),2026-05-04 21:43:11
2301-0006-0020,0,841298115577,"2301 Series Brass, MOD 0.8, D-Bore, Set Screw Pinion Gear (6mm D-Bore, 20 Tooth)",2026-05-04 21:43:11
2301-0006-0024,0,841298115584,"2301 Series Brass, MOD 0.8, D-Bore, Set-Screw Pinion Gear (6mm D-Bore, 24 Tooth)",2026-05-04 21:43:11
2301-0006-0030,0,841298115591,"2301 Series Brass, MOD 0.8, D-Bore, Set Screw Pinion Gear (6mm D-Bore, 30 Tooth)",2026-05-04 21:43:11
2302-0014-0090,0,841298111050,"2302 Series Aluminum, MOD 0.8, Hub Mount Gear (14mm Bore, 90 Tooth)",2026-05-04 21:43:11
2302-0014-0100,0,841298111074,"2302 Series Aluminum, MOD 0.8, Hub Mount Gear (14mm Bore, 100 Tooth)",2026-05-04 21:43:11
2302-0032-0080,0,841298112194,"2302 Series Aluminum, MOD 0.8, Hub Mount Gear (32mm Bore, 80 Tooth)",2026-05-04 21:43:11
2302-0032-0108,0,841298112248,"2302 Series Aluminum, MOD 0.8, Hub Mount Gear (32mm Bore, 108 Tooth)",2026-05-04 21:43:11
2303-1006-0020,0,841298129147,"2303 Series Steel, MOD 0.8 Pinion Gear (6mm D-Bore, 20 Tooth)",2026-05-04 21:43:11
2303-1006-0024,0,841298137784,"2303 Series Steel, MOD 0.8 Pinion Gear (6mm D-Bore, 24 Tooth)",2026-05-04 21:43:11
2303-4008-0036,0,841298128522,"2303 Series Steel, MOD 0.8 Pinion Gear (8mm REX® Bore, 36 Tooth)",2026-05-04 21:43:11
2304-0006-0015,0,841298114532,"2304 Series Brass, MOD 0.8 Pinion Gear (6mm Bore, 15 Tooth)",2026-05-04 21:43:11
2304-0006-0024,0,841298114556,"2304 Series Brass, MOD 0.8 Pinion Gear (6mm Bore, 24 Tooth)",2026-05-04 21:43:11
2305-0024-0015,0,841298114112,"2305 Series Brass, MOD 0.8, Servo Gear (24 Tooth Spline, 15 Tooth)",2026-05-04 21:43:11
2305-0024-0024,0,841298114136,"2305 Series Brass, MOD 0.8, Servo Gear (24 Tooth Spline, 24 Tooth)",2026-05-04 21:43:11
2305-0024-0040,0,841298114150,"2305 Series Brass, MOD 0.8, Servo Gear (24 Tooth Spline, 40 Tooth)",2026-05-04 21:43:11
2305-0025-0012,0,841298114167,"2305 Series Brass, MOD 0.8, Servo Gear (25 Tooth Spline, 12 Tooth)",2026-05-04 21:43:11
2309-0014-0024,0,841298116161,"2309 Series Brass, MOD 1.5, Hub Mount Worm Gear (14mm Bore, 24 Tooth)",2026-05-04 21:43:11
2310-2000-0004,0,,Servo Gear Set for 2000 Series 'Super Speed' Servo,2026-05-04 21:43:11
2310-2000-0302,0,841298138415,Servo Gear Set for 2000 Series 'Torque' Servo (V3.0),2026-05-04 21:43:11
2312-0414-0046,0,841298133076,"46 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)",2026-05-04 21:43:11
2312-0414-0056,0,,"56 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)",2026-05-04 21:43:11
2312-0414-0060,0,841298133144,"60 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)",2026-05-04 21:43:11
2312-0414-0070,0,,"70 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)",2026-05-04 21:43:11
2312-0414-0074,0,841298133212,"74 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)",2026-05-04 21:43:11
2312-0414-0090,0,841298103017,"90 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)",2026-05-04 21:43:11
2313-1006-0034,0,841298135308,"2313 Series Stainless Steel, MOD 1.25 Worm (6mm D-Bore, 34mm Length)",2026-05-04 21:43:11
2315-1006-0030,0,841298128232,"2315 Series, Steel Miter Gear (MOD 1.25, Set-Screw, 6mm D-Bore, 30 Tooth)",2026-05-04 21:43:11
2317-0006-0024,0,841298135087,"2317 Series MOD 0.8 Steel Miter Gear (Set-Screw, 6mm Round Bore, 24 Tooth)",2026-05-04 21:43:11
2317-4008-0024,0,841298135100,"2317 Series MOD 0.8 Steel Miter Gear (Set-Screw, 8mm REX Bore, 24 Tooth)",2026-05-04 21:43:11
2319-4008-0030,0,841298137043,"2319 Series MOD 1.25 Steel Miter Gear (8mm REX® Bore, 30 Tooth)",2026-05-04 21:43:11
2320-1006-0024,0,841298139795,"Clamping Steel Miter Gear (6mm D-Bore, 24 Tooth, MOD 1)",2026-05-04 21:43:11
2322-4008-0040,0,841298140814,"Slip-Fit Steel Pinion Gear (8mm REX® Bore, MOD 0.8, 40T)",2026-05-04 21:43:11
2400-0112-0001,0,841298128003,"Badlands Tank Track (24mm Pitch, 112mm Width, Rubber Tread) - 6 Pack",2026-05-04 21:43:11
2406-0001-0003,0,841298136930,Long Tensioner Kit for 2400 Series Tracks (1-3) - 2 Pack,2026-05-04 21:43:11
2411-0014-0008,0,841298140593,"24mm Pitch, Acetal Track Sprocket (8 Tooth) - 2 Pack",2026-05-04 21:43:11
2500-0010-0240,0,841298136770,"Steel Viper-Slide (10-Ball Carriage, 240mm Length, 174mm Travel)",2026-05-04 21:43:11
2500-0014-0336,0,841298133878,"Steel Viper-Slide (14-Ball Carriage, 336mm Length, 244mm Travel)",2026-05-04 21:43:11
2600-0003-0001,0,841298130310,goBILDA® Lanyard,2026-05-04 21:43:11
2800-0003-0010,0,841298136831,"Zinc-Plated Steel Socket Head Screw (M3 x 0.5mm, 10mm Length) - 6 Pack",2026-05-04 21:43:11
2800-0004-0006,0,,M4 x 0.7mm Zinc-Plated Socket Head Screw (6mm Length),2026-05-04 21:43:11
2800-0004-0007,0,,M4 x 0.7mm Zinc-Plated Socket Head Screw (7mm Length),2026-05-04 21:43:11
2800-0004-0010,0,,M4 x 0.7mm Zinc-Plated Socket Head Screw (10mm Length),2026-05-04 21:43:11
2800-0004-0012,0,,M4 x 0.7mm Zinc-Plated Socket Head Screw (12mm Length),2026-05-04 21:43:11
2800-0004-0022,1,841298116598,M4 x 0.7mm Zinc-Plated Socket Head Screw (22mm Length) - 25 Pack,2026-05-04 21:43:11
2800-0004-0025,0,841298116604,M4 x 0.7mm Zinc-Plated Socket Head Screw (25mm Length) - 25 Pack,2026-05-04 21:43:11
2800-0004-0030,0,841298116611,M4 x 0.7mm Zinc-Plated Socket Head Screw (30mm Length) - 25 Pack,2026-05-04 21:43:11
2800-0004-0035,0,841298116628,M4 x 0.7mm Zinc-Plated Socket Head Screw (35mm Length) - 25 Pack,2026-05-04 21:43:11
2800-0004-0045,0,841298116642,M4 x 0.7mm Zinc-Plated Socket Head Screw (45mm Length) - 25 Pack,2026-05-04 21:43:11
2800-0004-0050,0,841298116659,M4 x 0.7mm Zinc-Plated Socket Head Screw (50mm Length) - 25 Pack,2026-05-04 21:43:11
2800-0004-0060,0,841298116673,M4 x 0.7mm Zinc-Plated Socket Head Screw (60mm Length) - 25 Pack,2026-05-04 21:43:11
2801-0004-0008,0,,2801 Series Zinc Plated Steel Washer (4mm ID x 8mm OD),2026-05-04 21:43:11
2802-0004-0012,0,841298109590,"2802 Series Zinc-Plated Steel Button Head Screw (M4 x 0.7mm, 12mm Length) - 25 Pack",2026-05-04 21:43:11
2802-0004-0018,0,841298109620,"2802 Series Zinc-Plated Steel Button Head Screw (M4 x 0.7mm, 18mm Length) - 25 Pack",2026-05-04 21:43:11
2802-0004-0030,0,841298109668,"2802 Series Zinc-Plated Steel Button Head Screw (M4 x 0.7mm, 30mm Length) - 25 Pack",2026-05-04 21:43:11
2803-0007-0007,0,841298112354,M4 x 0.7mm Square Nut - 25 Pack,2026-05-04 21:43:11
2804-0004-0005,0,841298109736,"2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 5mm Length) - 25 Pack",2026-05-04 21:43:11
2804-0004-0008,0,841298109750,"2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 8mm Length) - 25 Pack",2026-05-04 21:43:11
2804-0004-0020,0,841298109811,"2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 20mm Length) - 25 Pack",2026-05-04 21:43:11
2804-0004-0030,0,841298109842,"2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 30mm Length) - 25 Pack",2026-05-04 21:43:11
2804-0004-0045,0,841298109873,"2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 45mm Length) - 25 Pack",2026-05-04 21:43:11
2804-0004-0060,0,841298109903,"2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 60mm Length) - 25 Pack",2026-05-04 21:43:11
2805-0004-0038,0,841298114228,goRAIL® Nut (5 Hole) - 2 Pack,2026-05-04 21:43:11
2806-0005-0005,0,841298116819,"2806 Series Black Oxide Steel Cup-Point Set-Screw (M5 x 0.8mm, 5mm Length) - 25 Pack",2026-05-04 21:43:11
2806-0005-0008,0,841298128591,"2806 Series Black Oxide Steel Cup-Point Set-Screw (M5 x 0.8mm, 8mm Length) - 25 Pack",2026-05-04 21:43:11
2807-0609-0500,0,841298120427,"2807 Series Stainless Steel Shim (6mm ID x 9mm OD, 0.50mm Thickness) - 12 Pack",2026-05-04 21:43:11
2807-0609-1000,0,841298120434,"2807 Series Stainless Steel Shim (6mm ID x 9mm OD, 1mm Thickness) - 12 Pack",2026-05-04 21:43:11
2807-0811-0500,0,841298120458,"2807 Series Stainless Steel Shim (8mm ID x 11mm OD, 0.50mm Thickness) - 12 Pack",2026-05-04 21:43:11
2807-3236-0500,0,841298138361,"32mm ID Stainless Steel Shim (36mm OD, 0.50mm Thickness) - 12 Pack",2026-05-04 21:43:11
2808-0004-0050,0,841298122360,"2808 Series Stainless Steel Threaded Rod (M4 x 0.7mm, 50mm Length) - 2 Pack",2026-05-04 21:43:11
2808-0004-0200,0,841298119001,"2808 Series Stainless Steel Threaded Rod (M4 x 0.7mm, 200mm Length) - 2 Pack",2026-05-04 21:43:11
2810-0004-0008,0,841298109194,2810 Series Zinc-Plated Steel External - Tooth Lock Washer (4mm ID x 8mm OD) - 25 Pack,2026-05-04 21:43:11
2811-0004-0007,0,841298109170,"2811 Series Zinc-Plated Steel Hex Nut (M4 x 0.7mm, 7mm Hex) - 25 Pack",2026-05-04 21:43:11
2813-0004-0008,0,841298136855,"Zinc-Plated Steel Hex Head Screw (M4 x 0.7mm, 8mm Length) - 25 Pack",2026-05-04 21:43:11
2813-0004-0010,0,841298136862,"Zinc-Plated Steel Hex Head Screw (M4 x 0.7mm, 10mm Length) - 25 Pack",2026-05-04 21:43:11
2814-0016-0250,0,841298131119,"1/4""-20 to goBILDA Pattern Mount",2026-05-04 21:43:11
2815-0004-0008,0,841298131140,Zinc-Plated Steel Thread-Forming Socket Head Screw (M4 x 8mm Length) - 25 Pack,2026-05-04 21:43:11
2815-0004-0016,0,841298131171,Zinc-Plated Steel Thread-Forming Socket Head Screw (M4 x 16mm Length) - 25 Pack,2026-05-04 21:43:11
2816-0004-0001,0,841298131690,Hook-Nut (M4 x 0.7mm Thread) - 25 Pack,2026-05-04 21:43:11
2822-0004-0014,0,841298138330,Premium M4 Socket Head Thread-Locking Screw (14mm Length) - 25 Pack,2026-05-04 21:43:11
2822-0004-0016,0,841298140104,Premium M4 Socket Head Thread-Locking Screw (16mm Length) - 25 Pack,2026-05-04 21:43:11
2900-0120-0001,0,841298107282,2900 Series Shock (120-1) - 2 Pack,2026-05-04 21:43:11
2902-0025-0001,0,841298134486,Plastic Hinge Block - 25 Pack,2026-05-04 21:43:11
2904-0008-0014,0,841298134592,14mm to 8mm Hole Reducer - 4 Pack,2026-05-04 21:43:11
2906-0006-0008,0,841298116499,"2906 Series Aluminum Set Screw Collar (6mm Bore, 8mm Length) - 2 Pack",2026-05-04 21:43:11
2908-0075-0005,0,841298119186,"Synthetic Cable (0.75mm Diameter, 5 meter Length)",2026-05-04 21:43:11
2908-0100-0005,0,841298136596,"Synthetic Cable (1mm Diameter, 5 meter Length)",2026-05-04 21:43:11
2910-0921-0008,0,841298131072,"2910 Series Aluminum Clamping Collar (8mm ID x 21mm OD, 9mm Length)",2026-05-04 21:43:11
2910-1026-4012,0,841298124074,"2910 Series Aluminum Clamping Collar (12mm REX® ID x 26mm OD, 10mm Length)",2026-05-04 21:43:11
2911-0014-0002,0,841298123367,Rubber Grommet (14-2) - 4 Pack,2026-05-04 21:43:11
2911-0014-0003,0,841298140166,Rubber Grommet (14-3) - 4 Pack,2026-05-04 21:43:11
2914-0002-0001,0,841298124944,V-Groove Bearing Shield (2-1) - 2 Pack,2026-05-04 21:43:11
2917-0001-0001,0,841298126818,Servo Connector Clip (Yellow) - 6 Pack,2026-05-04 21:43:11
2918-2000-0001,0,841298128850,Replacement Servo Case for 2000 Series Dual Mode Servo (V2.0),2026-05-04 21:43:11
2920-0001-0006,0,841298130877,2920 Series Steel Set-Screw Collar (6mm Bore) - 2 Pack,2026-05-04 21:43:11
2922-0002-0001,0,,"Super Lube Synthetic Grease With PTFE (Clear, 1mL) - 2 Pack",2026-05-04 21:43:11
2923-1024-4008,0,841298136169,Polycarbonate Clamping Collar (8mm REX® Bore) - 4 Pack,2026-05-04 21:43:11
3100-0012-0020,0,841298111517,"12V NiMH Nested Battery (3000mAh, MH-FC XT30 Connector)",2026-05-04 21:43:11
3103-0005-0001-V1,0,,"Floodgate Power Switch (XT30, Current Sensing) [V1]",2026-05-04 21:43:11
3104-0006-0001,0,841298120588,"Battery Tray (4 Cell, Square Pack, 2-Pos TJC8 Power Connector [MH-FC])",2026-05-04 21:43:11
3105-0101-0015,0,841298130273,1x15A Motor Controller (9-14V Input),2026-05-04 21:43:11
3105-0101-1030,0,841298139832,1x30A Motor Commander,2026-05-04 21:43:11
3108-0102-0201,0,841298130280,Dual 5A PWM Switch,2026-05-04 21:43:11
3108-4933-0801,0,841298135971,"XT30 Power Distribution Board (XT90 Input, 8 x XT30 Outputs)",2026-05-04 21:43:11
3109-0001-0002,0,841298140470,Mecanum Mixer,2026-05-04 21:43:11
3109-0004-0001,0,841298133823,Servo Commander [V1],2026-05-04 21:43:11
3109-0010-0001,0,841298139818,"12V Battery Health Analyzer (NiMH, 3000mAh)",2026-05-04 21:43:11
3110-0001-0001,0,841298137722,Swingarm Odometry Pod (48mm Wheel),2026-05-04 21:43:11
3110-0001-0002,0,,4-Bar Odometry Pod (32mm Wheel),2026-05-04 21:43:11
3117-0032-0003,0,841298133946,3117 Series Enclosure (32-3),2026-05-04 21:43:11
3118-0102-0002,0,841298139870,"LED Headlight (400 Lumens, 5-30V Input)",2026-05-04 21:43:11
3118-0808-0001,0,841298139894,"LED Headlight (400 Lumens, Dimmable, PWM Controlled)",2026-05-04 21:43:11
3118-0808-0003,0,,"LED Headlight for FTC (275 Lumens, Dimmable, PWM Controlled)",2026-05-04 21:43:11
3118-5555-0001,0,841298140869,"Prism RGB LED Strip (104mm Length, 6 LEDs) - 2 Pack",2026-05-04 21:43:11
3119-2829-0006,0,841298136572,"6A BEC / Voltage Regulator (6-24V Input, 5V, 6V, 8.4V, 12V Output, XT30 Connectors) [V1]",2026-05-04 21:43:11
3119-2829-0106,0,841298140487,"6A BEC / Voltage Regulator (6-24V Input, 5V, 6V, 8.4V, 12V Output, XT30 Connectors) [V2]",2026-05-04 21:43:11
3119-2829-0206,0,841298140708,"6A BEC / Voltage Regulator (5-30V Input, 3.3V, 5V, 6V, 8.4V, 12V Output, XT30 Connectors)",2026-05-04 21:43:11
3119-4444-0206,0,841298140715,"6A BEC / Voltage Regulator (5-30V Input, 3.3V, 5V, 6V, 8.4V, 12V Output, Screw Terminals)",2026-05-04 21:43:11
3122-0002-0001,0,,Limelight 3A Smart Camera,2026-05-04 21:43:11
3122-0003-0001,0,841298139986,Rolling Shutter USB Camera with goBILDA® Case (30 FPS),2026-05-04 21:43:11
3124-0001-0001,0,841298140692,"Laser Distance Sensor (1m Range, 3.3-5V, Digital or Analog Output)",2026-05-04 21:43:11
3200-4008-2425,0,841298139771,FTC Starter Kit (2024-2025 Season),2026-05-04 21:43:11
3200-4008-2627,0,841298141675,FTC Starter Kit (2026-2027 Season),2026-05-04 21:43:11
3201-0003-0001,0,841298124135,goRAIL® Bracket Assortment Pack (202 Pcs),2026-05-04 21:43:11
3201-0004-0002,0,841298122964,M4 Button Head Screw Assortment Pack (600 Pcs),2026-05-04 21:43:11
3202-0001-2402,0,841298122179,"ServoBlock® (Standard Size, 24 Tooth Spline, 10mm OD Shaft)",2026-05-04 21:43:11
3203-0012-0201,0,841298134752,12V Radio Control Bundle,2026-05-04 21:43:11
3203-0020-0201,0,841298137050,20V Radio Control Bundle,2026-05-04 21:43:11
3203-1118-0001,0,841298123718,1118 Series Open goRAIL® Bundle (12 Pcs),2026-05-04 21:43:11
3203-1121-0001,0,841298123749,1121 Series Low-Side U-Channel Bundle (17 Pcs),2026-05-04 21:43:11
3203-2803-0001,0,841298123794,2803 Series Threaded Plates Bundle (70 Pcs),2026-05-04 21:43:11
3204-0001-0001,0,,"Worm Gear Set (24:1 Ratio, 6mm D-Bore Worm)",2026-05-04 21:43:11
3205-0001-0002,0,841298124166,V-Wheel Standoff Kit (24mm Center Height),2026-05-04 21:43:11
3205-0002-0003,0,841298124319,W-Wheel Spacer Kit,2026-05-04 21:43:11
3206-0002-0003,0,841298123565,"3206 Series Servo Gearbox (3:1 Ratio, Hitec HS-788HB Servo)",2026-05-04 21:43:11
3206-0002-0005,0,841298123589,"3206 Series Servo Gearbox (5:1 Ratio, Hitec HS-788HB Servo)",2026-05-04 21:43:11
3207-0002-0002,0,841298136107,"Servo-Driven Gear Rack Kit (11kg Thrust, 145 mm/sec, Dual Gear Rack)",2026-05-04 21:43:11
3208-0002-0028,0,,Super-Duty Worm Drive Gearbox (28:1 Ratio),2026-05-04 21:43:11
3209-0001-0002,0,841298124517,Strafer® Chassis Kit V2,2026-05-04 21:43:11
3209-0001-0003,0,,Strafer® Chassis Kit V3,2026-05-04 21:43:11
3209-0001-0004,0,,Strafer® Chassis Kit V4,2026-05-04 21:43:11
3209-0001-0005,0,,Strafer® Chassis Kit V5,2026-05-04 21:43:11
3209-0001-0006,0,841298139788,Strafer® Chassis Kit (96mm Mecanum Wheels),2026-05-04 21:43:11
3209-0001-0007,0,841298139931,Strafer® Chassis Kit (104mm GripForce™ Mecanum Wheels),2026-05-04 21:43:11
3209-0002-0002,0,841298137265,BeeLine Chassis Kit V2,2026-05-04 21:43:11
3209-0004-0001,0,,Recon Chassis Kit,2026-05-04 21:43:11
3209-0005-0001,0,841298134417,Outlaw Chassis Kit,2026-05-04 21:43:11
3209-0008-0001,0,841298137111,"Bravo Bare-Bones Chassis Kit (No Tread, No Motors, No Controller, No Battery)",2026-05-04 21:43:11
3209-0012-0002,0,841298139801,Strafer® Chassis Kit (140mm Mecanum Wheels),2026-05-04 21:43:11
3210-0001-0002,0,,"Low-Side Cascading Kit (Two Stage, 376mm Travel)",2026-05-04 21:43:11
3210-0001-0004,0,841298128638,Ball Bearing Slide Pack for 1121 Series Low-Side U-Channel,2026-05-04 21:43:11
3212-0001-0001,0,841298124791,Linear Actuator Kit (203mm Stroke),2026-05-04 21:43:11
3215-0001-0002,0,,"Stingray-2 Servo Gearbox (0.33 sec/60°, 30RPM, 700 oz-in Torque, 900° Rotation)",2026-05-04 21:43:11
3215-0001-0004,0,,"Stingray-4 Servo Gearbox (0.67 sec/60°, 15 RPM, 1400 oz-in Torque, 450° Rotation)",2026-05-04 21:43:11
3215-0001-0005,0,,"Stingray-5 Servo Gearbox (0.83 sec/60°, 12 RPM, 1750 oz-in Torque, 360° Rotation)",2026-05-04 21:43:11
3215-0001-0007,0,,"Stingray-7 Servo Gearbox (1.17 sec/60°, 8.6 RPM, 2450 oz-in Torque, 257° Rotation)",2026-05-04 21:43:11
3216-0001-0002,0,,"Shark-2 Servo Gearbox (0.28 sec/60°, 36 RPM, 944 oz-in Torque, 1260° Rotation)",2026-05-04 21:43:11
3216-0001-0004,0,,"Shark-4 Servo Gearbox (0.56 sec/60°, 18 RPM, 1888 oz-in Torque, 630° Rotation)",2026-05-04 21:43:11
3216-0001-0005,0,,"Shark-5 Servo Gearbox (0.70 sec/60°, 14 RPM 2360 oz-in Torque, 504° Rotation)",2026-05-04 21:43:11
3216-0001-0009,0,,"Shark-9 Servo Gearbox (1.26 sec/60°, 8 RPM, 4248 oz-in Torque, 280° Rotation)",2026-05-04 21:43:11
3307-4008-0014,0,841298134523,"3307 Series 8mm Pitch Steel Set-Screw Sprocket (8mm REX® Bore, 14 Tooth)",2026-05-04 21:43:11
3308-0008-0002,0,841298112309,8mm Pitch Steel Chain Add-&-Connect Link - 6 Pack,2026-05-04 21:43:11
3310-0014-0014,0,841298114242,"8mm Pitch Steel Hub-Mount Sprocket (14mm Bore, 14 Tooth)",2026-05-04 21:43:11
3310-0014-0042,0,841298114266,"3310 Series 8mm Pitch Aluminum Hub Mount Sprocket (14mm Bore, 42 Tooth)",2026-05-04 21:43:11
3311-0014-0032,0,841298120540,"8mm Pitch Acetal Hub-Mount Sprocket (14mm Bore, 32 Tooth)",2026-05-04 21:43:11
3311-0014-0042,0,841298122742,"8mm Pitch Acetal Hub-Mount Sprocket (14mm Bore, 42 Tooth)",2026-05-04 21:43:11
3313-0108-0050,0,841298133779,8mm Pitch Grid-Chain (50 Pack),2026-05-04 21:43:11
3315-0008-0028,0,841298138026,"8mm Pitch Steel Chain Loop (28 Links, 224mm Pitch Length)",2026-05-04 21:43:11
3315-0008-0056,0,841298137364,"8mm Pitch Steel Chain Loop (56 Links, 448mm Pitch Length)",2026-05-04 21:43:11
3315-0008-0058,0,841298138071,"8mm Pitch Steel Chain Loop (58 Links, 464mm Pitch Length)",2026-05-04 21:43:11
3315-0008-0080,0,841298137401,"8mm Pitch Steel Chain Loop (80 Links, 640mm Pitch Length)",2026-05-04 21:43:11
3315-0008-0110,0,841298137456,"8mm Pitch Steel Chain Loop (110 Links, 880mm Pitch Length)",2026-05-04 21:43:11
33488,0,669962334884,Hitec HS-488HB Servo,2026-05-04 21:43:11
3400-0014-0064,0,841298112415,"3400 Series Hub Mount Round Belt Pulley (14mm Bore, 64mm PD)",2026-05-04 21:43:11
3401-0006-0016,0,841298112507,"3401 Series Set-Screw Round Belt Pulley (6mm Bore, 16mm PD)",2026-05-04 21:43:11
3402-0014-0036,0,841298119841,"3402 Series 3mm HTD Pitch Plastic Hub Mount Timing Belt Pulley (14mm Bore, 36 Tooth)",2026-05-04 21:43:11
3403-0015-0204,0,841298122315,"3403 Series 3mm HTD Pitch Timing Belt (15mm Width, 204mm Pitch Length, 68 Tooth)",2026-05-04 21:43:11
3403-0015-0300,0,841298122438,"3403 Series 3mm HTD Pitch Timing Belt (15mm Width, 300mm Pitch Length, 100 Tooth)",2026-05-04 21:43:11
3403-0015-0636,0,841298122490,"3403 Series 3mm HTD Pitch Timing Belt (15mm Width, 636mm Pitch Length, 212 Tooth)",2026-05-04 21:43:11
3403-0015-0732,0,841298122513,"3403 Series 3mm HTD Pitch Timing Belt (15mm Width, 732mm Pitch Length, 244 Tooth)",2026-05-04 21:43:11
3405-0005-0095,0,841298122971,"3405 Series Round Belt (5mm Cord Diameter, 95mm Circumference)",2026-05-04 21:43:11
3405-0005-0414,0,841298123053,"3405 Series Round Belt (5mm Cord Diameter, 414mm Circumference)",2026-05-04 21:43:11
3405-0005-0494,0,841298123077,"3405 Series Round Belt (5mm Cord Diameter, 494mm Circumference)",2026-05-04 21:43:11
3405-0005-0533,0,841298123084,"3405 Series Round Belt (5mm Cord Diameter, 533mm Circumference)",2026-05-04 21:43:11
3405-0005-0653,0,841298123114,"3405 Series Round Belt (5mm Cord Diameter, 653mm Circumference)",2026-05-04 21:43:11
3408-0001-0001,0,841298125194,3408 Series V-Groove Pulley - 2 Pack,2026-05-04 21:43:11
3410-0025-0038,0,841298126788,"3410 Series Servo Mount Winch Pulley (25T Spline, 38mm Spool Diameter)",2026-05-04 21:43:11
3412-0009-0215,0,841298127471,"5mm Pitch HTD Timing Belt (9mm Width, 215mm Pitch Length, 43 Tooth)",2026-05-04 21:43:11
3412-0009-0245,0,841298128089,"5mm Pitch HTD Timing Belt (9mm Width, 245mm Pitch Length, 49 Tooth)",2026-05-04 21:43:11
3412-0009-0265,0,841298127488,"5mm Pitch HTD Timing Belt (9mm Width, 265mm Pitch Length, 53 Tooth)",2026-05-04 21:43:11
3412-0009-0320,0,841298128119,"5mm Pitch HTD Timing Belt (9mm Width, 320mm Pitch Length, 64 Tooth)",2026-05-04 21:43:11
3412-0009-0390,0,841298128157,"5mm Pitch HTD Timing Belt (9mm Width, 390mm Pitch Length, 78 Tooth)",2026-05-04 21:43:11
3412-0009-0445,0,841298128171,"5mm Pitch HTD Timing Belt (9mm Width, 445mm Pitch Length, 89 Tooth)",2026-05-04 21:43:11
3412-0009-0520,0,841298128201,"5mm Pitch HTD Timing Belt (9mm Width, 520mm Pitch Length, 104 Tooth)",2026-05-04 21:43:11
3412-0009-0535,0,841298128218,"5mm Pitch HTD Timing Belt (9mm Width, 535mm Pitch Length, 107 Tooth)",2026-05-04 21:43:11
3412-0009-0560,0,841298127549,"5mm Pitch HTD Timing Belt (9mm Width, 560mm Pitch Length, 112 Tooth)",2026-05-04 21:43:11
3412-0009-0700,0,841298127563,"5mm Pitch HTD Timing Belt (9mm Width, 700mm Pitch Length, 140 Tooth)",2026-05-04 21:43:11
3412-0009-0840,0,841298127594,"5mm Pitch HTD Timing Belt (9mm Width, 840mm Pitch Length, 168 Tooth)",2026-05-04 21:43:11
3413-0001-0002,0,841298116864,"Acetal Timing Belt Idler (6mm ID x 12mm OD, 18mm Width, 1-2) - 2 Pack",2026-05-04 21:43:11
3414-1006-0016,0,841298127662,"3414 Series 5mm HTD Pitch Set Screw Pinion Timing Belt Pulley (6mm D-Bore, 16 Tooth)",2026-05-04 21:43:11
3417-1006-0016,0,841298130655,"3417 Series 5mm HTD Pitch Set-Screw Pinion Timing Belt Pulley (6mm D-Bore, 16 Tooth)",2026-05-04 21:43:11
3417-4008-0016,0,841298135278,"3417 Series 5mm HTD Pitch Set-Screw Pinion Timing Belt Pulley (8mm REX® Bore, 16 Tooth)",2026-05-04 21:43:11
3422-0006-0020,0,841298135148,"2mm Pitch GT2 Pinion Timing Pulley (6mm Bore, 20 Tooth)",2026-05-04 21:43:11
3422-4008-0040,0,841298141132,"2mm Pitch GT2 Pinion Timing Pulley (8mm REX® Bore, 40 Tooth)",2026-05-04 21:43:11
3423-0006-0232,0,841298136398,"2mm Pitch GT2 Timing Belt (6mm Width, 232mm Pitch Length, 116 Tooth)",2026-05-04 21:43:11
3423-0006-0264,0,841298136404,"2mm Pitch GT2 Timing Belt (6mm Width, 264mm Pitch Length, 132 Tooth)",2026-05-04 21:43:11
3423-0006-0280,0,841298140302,"2mm Pitch GT2 Timing Belt (6mm Width, 280mm Pitch Length, 140 Tooth)",2026-05-04 21:43:11
3423-0006-0408,0,841298136435,"2mm Pitch GT2 Timing Belt (6mm Width, 408mm Pitch Length, 204 Tooth)",2026-05-04 21:43:11
