sku,upc,upc_source,missing_upc,url,title
"1607-0041-0615","841298114037","meta:gtin","false","https://www.gobilda.com/6mm-bore-dual-bearing-idler-roller-15mm-od-41mm-length","6mm Bore Dual Bearing Idler Roller (15mm OD, 41mm Length)"
"2309-0014-0024","841298116161","meta:gtin","false","https://www.gobilda.com/2309-series-brass-mod-1-5-hub-mount-worm-gear-14mm-bore-24-tooth","2309 Series Brass, MOD 1.5, Hub Mount Worm Gear (14mm Bore, 24 Tooth)"
"1514-0010-0080","841298120564","meta:gtin","false","https://www.gobilda.com/1514-series-8mm-id-spacer-10mm-od-8mm-length-4-pack","1514 Series 8mm ID Spacer (10mm OD, 8mm Length) - 4 Pack"
"1101-0021-0168","841298112842","meta:gtin","false","https://www.gobilda.com/1101-series-u-beam-21-hole-168mm-length","1101 Series U-Beam (21 Hole, 168mm Length)"
"1603-0032-0032","841298111128","meta:gtin","false","https://www.gobilda.com/1603-series-face-thru-hole-pillow-block-32mm-bore","1603 Series Face Thru-Hole Pillow Block (32mm Bore)"
"","","","true","https://www.gobilda.com/rd-5mm-htd-timing-pulleys-14mm-bore-hub-mount","5mm HTD Timing Pulleys"
"3207-0002-0002","841298136107","meta:gtin","false","https://www.gobilda.com/servo-driven-gear-rack-kit-11kg-thrust-145-mm-sec-dual-gear-rack","Servo-Driven Gear Rack Kit (11kg Thrust, 145 mm/sec, Dual Gear Rack)"
"","","","true","https://www.gobilda.com/rd-clamping-hubs-32mm-pattern-1","Classic Clamping Hubs"
"3119-2829-0206","841298140708","meta:gtin","false","https://www.gobilda.com/6a-bec-voltage-regulator-5-30v-input-3-3v-5v-6v-8-4v-12v-output-xt30-connectors","6A BEC / Voltage Regulator (5-30V Input, 3.3V, 5V, 6V, 8.4V, 12V Output, XT30 Connectors)"
"1512-0008-0060","841298126351","meta:gtin","false","https://www.gobilda.com/1512-series-6mm-id-spacer-8mm-od-6mm-length-4-pack","1512 Series 6mm ID Spacer (8mm OD, 6mm Length) - 4 Pack"
"3308-0008-0002","841298112309","meta:gtin","false","https://www.gobilda.com/8mm-pitch-steel-chain-add-connect-link-6-pack","8mm Pitch Steel Chain Add-&-Connect Link - 6 Pack"
"1614-0016-0008","","","true","https://www.gobilda.com/dual-bearing-pillow-block-8mm-bore","Dual-Bearing Pillow Block (8mm Bore)"
"3105-0101-1030","841298139832","meta:gtin","false","https://www.gobilda.com/1x30a-motor-commander","1x30A Motor Commander"
"","","","true","https://www.gobilda.com/rd-2106-series-8mm-rex-shafting","Stainless Steel REX® Shafting"
"","","","true","https://www.gobilda.com/rd-grid-plates-1","Grid Plates"
"1103-0007-0056","841298112958","meta:gtin","false","https://www.gobilda.com/1103-series-l-beam-7-hole-56mm-length-2-pack","1103 Series L-Beam (7 Hole, 56mm Length) - 2 Pack"
"1139-0040-0056","841298125101","meta:gtin","false","https://www.gobilda.com/1139-series-steel-grid-plates-5-x-7-hole-40-x-56mm-2-pack","1139 Series Steel Grid Plates (5 x 7 Hole, 40 x 56mm) - 2 Pack"
"3400-0014-0064","841298112415","meta:gtin","false","https://www.gobilda.com/3400-series-hub-mount-round-belt-pulley-14mm-bore-64mm-pd","3400 Series Hub Mount Round Belt Pulley (14mm Bore, 64mm PD)"
"1147-0001-0001","841298140135","meta:gtin","false","https://www.gobilda.com/threaded-steel-l-bracket-1-hole-12-pack","Threaded Steel L-Bracket (1 Hole) - 12 Pack"
"1109-0024-0096","841298111623","meta:gtin","false","https://www.gobilda.com/1109-series-gorail-96mm-length","1109 Series goRAIL® (96mm Length)"
"","","","true","https://www.gobilda.com/rd-motor-controllers-2","Motor Controllers"
"5202-2402-0014","841298135407","meta:gtin","false","https://www.gobilda.com/5202-series-yellow-jacket-planetary-gear-motor-13-7-1-ratio-24mm-length-6mm-d-shaft-435-rpm-36mm-gearbox-3-3-5v-encoder","5202 Series Yellow Jacket Planetary Gear Motor (13.7:1 Ratio, 24mm Length 6mm D-Shaft, 435 RPM, ⌀36mm Gearbox, 3.3 - 5V Encoder)"
"1516-4008-0300","841298133335","meta:gtin","false","https://www.gobilda.com/1516-series-8mm-rex-standoff-m4-x-0-7mm-threads-30mm-length-4-pack","1516 Series 8mm REX® Standoff (M4 x 0.7mm Threads, 30mm Length) - 4 Pack"
"1117-0088-0352","841298140661","meta:gtin","false","https://www.gobilda.com/clear-polycarbonate-grid-plate-1-5mm-thickness-11-x-44-hole-88-x-352mm","Clear Polycarbonate Grid Plate (1.5mm Thickness, 11 x 44 Hole, 88 x 352mm)"
"3315-0008-0080","841298137401","meta:gtin","false","https://www.gobilda.com/8mm-pitch-steel-chain-loop-80-links-640mm-pitch-length","8mm Pitch Steel Chain Loop (80 Links, 640mm Pitch Length)"
"3206-0002-0003","841298123565","meta:gtin","false","https://www.gobilda.com/3206-series-servo-gearbox-3-1-ratio-hitec-hs-788hb-servo","3206 Series Servo Gearbox (3:1 Ratio, Hitec HS-788HB Servo)"
"2305-0024-0040","841298114150","meta:gtin","false","https://www.gobilda.com/2305-series-brass-mod-0-8-servo-gear-24-tooth-spline-40-tooth","2305 Series Brass, MOD 0.8, Servo Gear (24 Tooth Spline, 40 Tooth)"
"2106-4008-0400","841298131744","meta:gtin","false","https://www.gobilda.com/8mm-rex-shaft-with-e-clip-stainless-steel-40mm-length","8mm REX® Shaft with E-Clip (Stainless Steel, 40mm Length)"
"","","","true","https://www.gobilda.com/rd-the-gobilda-pattern","The goBILDA® Pattern"
"HLS12-50210-6V","","","true","https://www.gobilda.com/hitec-linear-servo-50mm-stroke-7-5mm-sec-12-4kg-thrust","Hitec Linear Servo (50mm Stroke, 7.5mm/sec, 12.4kg Thrust)"
"1118-0024-0043","841298115102","meta:gtin","false","https://www.gobilda.com/1118-series-open-gorail-43mm-length","1118 Series Open goRAIL® (43mm Length)"
"","","","true","https://www.gobilda.com/rd-1101-series-u-beams-1","1101 Series U-Beams"
"3801-0709-0600","841298128249","meta:gtin","false","https://www.gobilda.com/4-pos-jst-ph-mh-fc-to-4-pos-jst-xh-mh-fc-adaptor-600mm-length","4-Pos JST PH [MH-FC] to 4-Pos JST XH [MH-FC] Adaptor (600mm Length)"
"3606-0000-0100","841298126467","meta:gtin","false","https://www.gobilda.com/3606-series-mecanum-wheel-left-slant-bearing-supported-rollers-100mm-diameter","3606 Series Mecanum Wheel (Left Slant, Bearing Supported Rollers, 100mm Diameter)"
"3109-0001-0002","841298140470","meta:gtin","false","https://www.gobilda.com/mecanum-mixer","Mecanum Mixer"
"3613-0014-0072","841298129185","meta:gtin","false","https://www.gobilda.com/gripforce-gecko-wheel-14mm-bore-72mm-diameter","GripForce Gecko™ Wheel (14mm Bore, 72mm Diameter)"
"1314-0016-0250","841298135902","meta:gtin","false","https://www.gobilda.com/1314-series-steel-set-screw-hub-1-4-bore","1314 Series Steel Set-Screw Hub (1/4"" Bore)"
"1312-0016-1006","841298119148","meta:gtin","false","https://www.gobilda.com/1312-series-double-sonic-hub-6mm-d-bore","1312 Series Double Sonic Hub (6mm D-Bore)"
"3403-0015-0636","841298122490","meta:gtin","false","https://www.gobilda.com/3403-series-3mm-htd-pitch-timing-belt-15mm-width-636mm-pitch-length-212-tooth","3403 Series 3mm HTD Pitch Timing Belt (15mm Width, 636mm Pitch Length, 212 Tooth)"
"4103-0032-0043","841298116888","meta:gtin","false","https://www.gobilda.com/4103-series-gotube-43mm-length","4103 Series goTUBE (43mm Length)"
"3405-0005-0494","841298123077","meta:gtin","false","https://www.gobilda.com/3405-series-round-belt-5mm-cord-diameter-494mm-circumference","3405 Series Round Belt (5mm Cord Diameter, 494mm Circumference)"
"1106-0013-0104","841298113245","meta:gtin","false","https://www.gobilda.com/1106-series-square-beam-13-hole-104mm-length","1106 Series Square Beam (13 Hole, 104mm Length)"
"2911-0014-0002","841298123367","meta:gtin","false","https://www.gobilda.com/rubber-grommet-14-2-4-pack","Rubber Grommet (14-2) - 4 Pack"
"2101-0006-0080","841298111203","meta:gtin","false","https://www.gobilda.com/6mm-d-shaft-stainless-steel-80mm-length","6mm D-Shaft (Stainless Steel, 80mm Length)"
"1308-0016-0187","841298130723","meta:gtin","false","https://www.gobilda.com/1308-series-lightweight-set-screw-hub-3-16-bore","1308 Series Lightweight Set-Screw Hub (3/16"" Bore)"
"3203-2803-0001","841298123794","meta:gtin","false","https://www.gobilda.com/2803-series-threaded-plates-bundle-70-pcs","2803 Series Threaded Plates Bundle (70 Pcs)"
"1521-0008-0040","841298131188","meta:gtin","false","https://www.gobilda.com/1521-series-6mm-id-spacer-8mm-od-4mm-length-4-pack","1521 Series 6mm ID Spacer (8mm OD, 4mm Length) - 4 Pack"
"2102-0008-0070","841298125460","meta:gtin","false","https://www.gobilda.com/2102-series-stainless-steel-rex-shaft-8mm-diameter-70mm-length","2102 Series Stainless Steel REX® Shaft (8mm Diameter, 70mm Length)"
"","","","true","https://www.gobilda.com/rd-14mm-bore-plastic-hub-mount-sprockets-1","14mm Bore Plastic Hub-Mount Sprockets"
"3412-0009-0560","841298127549","meta:gtin","false","https://www.gobilda.com/3412-series-5mm-htd-pitch-timing-belt-9mm-width-560mm-pitch-length-112-tooth","5mm Pitch HTD Timing Belt (9mm Width, 560mm Pitch Length, 112 Tooth)"
"","","","true","https://www.gobilda.com/rd-linear-bearings","Linear Ball Bearings"
"5203-2402-0100","841298127310","meta:gtin","false","https://www.gobilda.com/5203-series-yellow-jacket-planetary-gear-motor-99-5-1-ratio-24mm-length-8mm-rex-shaft-60-rpm-3-3-5v-encoder","5203 Series Yellow Jacket Planetary Gear Motor (99.5:1 Ratio, 24mm Length 8mm REX® Shaft, 60 RPM, 3.3 - 5V Encoder)"
"2804-0004-0005","841298109736","meta:gtin","false","https://www.gobilda.com/2804-series-zinc-plated-steel-low-profile-socket-head-screw-m4-x-0-7mm-5mm-length-25-pack","2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 5mm Length) - 25 Pack"
"2312-0414-0074","841298133212","meta:gtin","false","https://www.gobilda.com/74-tooth-hub-mount-gear-mod-0-8-4mm-thick-acetal","74 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)"
"1605-0024-0004","841298138224","meta:gtin","false","https://www.gobilda.com/4mm-bore-1-side-1-post-pillow-block-24mm-height","4mm Bore 1-Side, 1-Post Pillow Block (24mm Height)"
"","","","true","https://www.gobilda.com/rd-8mm-rex-bore-hubs-1","8mm REX® Bore Hubs"
"3209-0008-0002","","","true","https://www.gobilda.com/bravo-rc-tank-track-chassis-rubber-treads-25lb-payload-4mph","Bravo RC Tank Track Chassis (Rubber Treads)"
"3215-0001-0007","","","true","https://www.gobilda.com/stingray-7-servo-gearbox-1-17-sec-60-8-6-rpm-2450-oz-in-torque-257-rotation","Stingray-7 Servo Gearbox (1.17 sec/60°, 8.6 RPM, 2450 oz-in Torque, 257° Rotation)"
"3802-1718-0300","841298123183","meta:gtin","false","https://www.gobilda.com/servo-extension-3-pos-tjc8-mh-fc-to-fh-mc-300mm-length","Servo Extension (3-Pos TJC8, MH-FC to FH-MC, 300mm Length)"
"4002-0005-0005","841298114709","meta:gtin","false","https://www.gobilda.com/4002-series-flexible-clamping-shaft-coupler-5mm-round-bore-to-5mm-round-bore","4002 Series Flexible Clamping Shaft Coupler (5mm Round Bore to 5mm Round Bore)"
"1121-0018-0456","841298128355","meta:gtin","false","https://www.gobilda.com/1121-series-low-side-u-channel-18-hole-456mm-length","1121 Series Low-Side U-Channel (18 Hole, 456mm Length)"
"1201-0043-0002","841298118134","meta:gtin","false","https://www.gobilda.com/1201-series-quad-block-pattern-mount-43-2","1201 Series Quad Block Pattern Mount (43-2)"
"5103-0024-0027","841298131621","meta:gtin","false","https://www.gobilda.com/5103-series-planetary-gearbox-26-9-1-ratio-24mm-length-8mm-rex-shaft","5103 Series Planetary Gearbox (26.9:1 Ratio, 24mm Length 8mm REX™ Shaft)"
"1102-0041-0328","841298111500","meta:gtin","false","https://www.gobilda.com/1102-series-flat-beam-41-hole-328mm-length-2-pack","1102 Series Flat Beam (41 Hole, 328mm Length) - 2 Pack"
"2000-0025-0503","841298135025","meta:gtin","false","https://www.gobilda.com/2000-series-5-turn-dual-mode-servo-25-3-speed","2000 Series 5-Turn, Dual Mode Servo (25-3, Speed)"
"2101-0006-0120","841298111234","meta:gtin","false","https://www.gobilda.com/2101-series-stainless-steel-d-shaft-6mm-diameter-120mm-length","6mm D-Shaft (Stainless Steel, 120mm Length)"
"3501-0804-0200","841298124838","meta:gtin","false","https://www.gobilda.com/3501-series-lead-screw-8mm-lead-4-start-200mm-length","3501 Series Lead Screw (8mm Lead, 4 Start, 200mm Length)"
"2406-0001-0003","841298136930","meta:gtin","false","https://www.gobilda.com/long-tensioner-kit-for-2400-series-tracks-1-3-2-pack","Long Tensioner Kit for 2400 Series Tracks (1-3) - 2 Pack"
"","","","true","https://www.gobilda.com/2-side-2-post-pattern-mounts-1","2-Side, 2-Post Pattern Mounts"
"4103-0032-0216","841298134325","meta:gtin","false","https://www.gobilda.com/4103-series-gotube-216mm-length","4103 Series goTUBE (216mm Length)"
"2302-0032-0108","841298112248","meta:gtin","false","https://www.gobilda.com/2302-series-aluminum-mod-0-8-hub-mount-gear-32mm-bore-108-tooth","2302 Series Aluminum, MOD 0.8, Hub Mount Gear (32mm Bore, 108 Tooth)"
"2312-0414-0060","841298133144","meta:gtin","false","https://www.gobilda.com/60-tooth-hub-mount-gear-mod-0-8-4mm-thick-acetal","60 Tooth Hub-Mount Gear (MOD 0.8, 4mm Thick Acetal)"
"1402-0043-0012","841298118615","meta:gtin","false","https://www.gobilda.com/1402-series-2-side-1-post-clamping-mount-43mm-width-12mm-bore","1402 Series 2-Side, 1-Post Clamping Mount (43mm Width, 12mm Bore)"
"1147-0001-0003","","","true","https://www.gobilda.com/threaded-steel-l-bracket-3-hole-4-pack","Threaded Steel L-Bracket (3 Hole) - 4 Pack"
"2804-0004-0045","841298109873","meta:gtin","false","https://www.gobilda.com/2804-series-zinc-plated-steel-low-profile-socket-head-screw-m4-x-0-7mm-45mm-length-25-pack","2804 Series Zinc-Plated Steel Low Profile Socket Head Screw (M4 x 0.7mm, 45mm Length) - 25 Pack"
"1121-0002-0072","841298115843","meta:gtin","false","https://www.gobilda.com/1121-series-low-side-u-channel-2-hole-72mm-length","1121 Series Low-Side U-Channel (2 Hole, 72mm Length)"
"1400-0032-0014","841298116086","meta:gtin","false","https://www.gobilda.com/1400-series-1-side-2-post-clamping-mount-14mm-bore","1400 Series 1-Side, 2-Post Clamping Mount (14mm Bore)"
"1920-0032-0240","841298133731","meta:gtin","false","https://www.gobilda.com/plastic-hub-mount-disc-32mm-bore-240mm-diameter","Plastic Hub-Mount Disc (32mm Bore, 240mm Diameter)"
"2315-1006-0030","841298128232","meta:gtin","false","https://www.gobilda.com/2315-series-steel-miter-gear-mod-1-25-set-screw-6mm-d-bore-30-tooth","2315 Series, Steel Miter Gear (MOD 1.25, Set-Screw, 6mm D-Bore, 30 Tooth)"
"","","","true","https://www.gobilda.com/rd-2mm-gt2-timing-pulleys","2mm GT2 Timing Pulleys"
"3209-0001-0007","841298139931","meta:gtin","false","https://www.gobilda.com/rd-see-also-strafer-chassis-kit-v7","Strafer® Chassis Kit (104mm GripForce™ Mecanum Wheels)"
"1802-0043-0001","841298114396","meta:gtin","false","https://www.gobilda.com/1802-series-servo-frame-43mm-width-for-standard-size-servos","1802 Series Servo Frame (43mm Width, for Standard Size Servos)"
"1310-0016-0008","841298120649","meta:gtin","false","https://www.gobilda.com/1310-series-hyper-hub-8mm-bore","1310 Series Hyper Hub (8mm Bore)"
"2109-4012-1920","841298140289","meta:gtin","false","https://www.gobilda.com/12mm-rex-shaft-with-e-clip-stainless-steel-192mm-length","12mm REX® Shaft with E-Clip (Stainless Steel, 192mm Length)"
"1919-0014-0144","841298133670","meta:gtin","false","https://www.gobilda.com/plastic-hub-mount-disc-14mm-bore-144mm-diameter","Plastic Hub-Mount Disc (14mm Bore, 144mm Diameter)"
"3122-0002-0001","841298139986","meta:gtin","false","https://www.gobilda.com/limelight-3a-smart-camera","Limelight 3A Smart Camera"
"1205-0001-0001","841298110435","meta:gtin","false","https://www.gobilda.com/1205-series-dual-block-mount-1-1-2-pack","1205 Series Dual Block Mount (1-1) - 2 Pack"
"","","","true","https://www.gobilda.com/rd-m3-socket-head-screws-1","M3 Socket Head Screws"
"3801-4002-0300","","","true","https://www.gobilda.com/xt90-fh-mc-to-xt30-mh-fc-adaptor-300mm-length","XT90 [FH-MC] to XT30 [MH-FC] Adaptor (300mm Length)"
"2800-0004-0035","841298116628","meta:gtin","false","https://www.gobilda.com/m4-x-0-7mm-zinc-plated-socket-head-screw-35mm-length-25-pack","M4 x 0.7mm Zinc-Plated Socket Head Screw (35mm Length) - 25 Pack"
"3209-0012-0002","841298139801","meta:gtin","false","https://www.gobilda.com/rd-see-also-strafer-chassis-kit-140mm-wheels","Strafer® Chassis Kit (140mm Mecanum Wheels)"
"1111-0004-0001","841298119629","meta:gtin","false","https://www.gobilda.com/1111-series-angle-pattern-bracket-4-1","1111 Series Angle Pattern Bracket (4-1)"
"3209-0012-0002","841298139801","meta:gtin","false","https://www.gobilda.com/strafer-chassis-kit-140mm-mecanum-wheels","Strafer® Chassis Kit (140mm Mecanum Wheels)"
"3807-0112-0300","","","true","https://www.gobilda.com/12awg-premium-silicone-jacket-wire-red-3m-length","12AWG Premium Silicone-Jacket Wire (3M Length)"
"1118-0024-0384","841298115195","meta:gtin","false","https://www.gobilda.com/1118-series-open-gorail-384mm-length","1118 Series Open goRAIL® (384mm Length)"
"2802-0004-0018","841298109620","meta:gtin","false","https://www.gobilda.com/2802-series-zinc-plated-steel-button-head-screw-m4-x-0-7mm-18mm-length-25-pack","2802 Series Zinc-Plated Steel Button Head Screw (M4 x 0.7mm, 18mm Length) - 25 Pack"
"3200-4008-2425","841298139771","meta:gtin","false","https://www.gobilda.com/ftc-starter-kit-2024-2025-season","FTC Starter Kit (2024-2025 Season)"
"1621-1632-0008","841298135636","meta:gtin","false","https://www.gobilda.com/8mm-bore-flat-pillow-block-16mm-x-32mm-mounting-pattern-2-pack","8mm Bore Flat Pillow Block (16mm x 32mm Mounting Pattern) - 2 Pack"
"1310-0016-5008","841298127143","meta:gtin","false","https://www.gobilda.com/1310-series-hyper-hub-4-start-8mm-lead-screw-bore","1310 Series Hyper Hub (4 Start, 8mm Lead Screw Bore)"
"2816-0004-0001","841298131690","meta:gtin","false","https://www.gobilda.com/hook-nut-m4-x-0-7mm-thread-25-pack","Hook-Nut (M4 x 0.7mm Thread) - 25 Pack"
"1103-0019-0152","841298113047","meta:gtin","false","https://www.gobilda.com/1103-series-l-beam-19-hole-152mm-length-2-pack","1103 Series L-Beam (19 Hole, 152mm Length) - 2 Pack"
"3807-0116-0300","","","true","https://www.gobilda.com/16awg-premium-silicone-jacket-wire-red-3m-length","16AWG Premium Silicone-Jacket Wire (3M Length)"
"1530-0008-0430","841298137036","meta:gtin","false","https://www.gobilda.com/4mm-id-aluminum-spacer-8mm-od-43mm-length-4-pack","4mm ID Aluminum Spacer (8mm OD, 43mm Length) - 4 Pack"
"1516-4008-0560","841298127754","meta:gtin","false","https://www.gobilda.com/1516-series-8mm-rex-standoff-m4-x-0-7mm-threads-56mm-length-4-pack","1516 Series 8mm REX® Standoff (M4 x 0.7mm Threads, 56mm Length) - 4 Pack"
"2104-0012-0104","841298121349","meta:gtin","false","https://www.gobilda.com/12mm-rex-shaft-aluminum-104mm-length","12mm REX® Shaft (Aluminum, 104mm Length)"
"2106-4008-0960","841298129239","meta:gtin","false","https://www.gobilda.com/8mm-rex-shaft-with-e-clip-stainless-steel-96mm-length","8mm REX® Shaft with E-Clip (Stainless Steel, 96mm Length)"
"","","","true","https://www.gobilda.com/rd-1109-series-gorail-1","1109 Series goRAIL®"
"1122-0049-1200","841298133045","meta:gtin","false","https://www.gobilda.com/1122-series-rail-channel-49-hole-1200mm-length","1122 Series Rail-Channel (49 Hole, 1200mm Length)"
"2202-0102-0103","","","true","https://www.gobilda.com/gobilda-classic-t-shirt-heather-grey-adult-xxl","goBILDA® Classic T-Shirt (Adult Sizes)"
"3605-0014-0056","841298116840","meta:gtin","false","https://www.gobilda.com/3605-series-hurricane-rim-2-pack","3605 Series Hurricane Rim - 2 Pack"
"2319-4008-0030","841298137043","meta:gtin","false","https://www.gobilda.com/2319-series-mod-1-25-steel-miter-gear-8mm-rex-bore-30-tooth","2319 Series MOD 1.25 Steel Miter Gear (8mm REX® Bore, 30 Tooth)"
"1106-0003-0024","841298113146","meta:gtin","false","https://www.gobilda.com/1106-series-square-beam-3-hole-24mm-length","1106 Series Square Beam (3 Hole, 24mm Length)"
"HLS12-30100-6V","","","true","https://www.gobilda.com/hitec-linear-servo-30mm-stroke-16-1mm-sec-5-2kg-thrust","Hitec Linear Servo (30mm Stroke, 16.1mm/sec, 5.2kg Thrust)"
"2806-0005-0008","841298128591","meta:gtin","false","https://www.gobilda.com/2806-series-black-oxide-steel-cup-point-set-screw-m5-x-0-8mm-8mm-length-25-pack","2806 Series Black Oxide Steel Cup-Point Set-Screw (M5 x 0.8mm, 8mm Length) - 25 Pack"
"3704-0043-0001","841298124555","meta:gtin","false","https://www.gobilda.com/3704-series-plastic-gorail-slide-plate-43-1-2-pack","3704 Series Plastic goRAIL® Slide Plate (43-1) - 2 Pack"
"2302-0014-0100","841298111074","meta:gtin","false","https://www.gobilda.com/2302-series-aluminum-mod-0-8-hub-mount-gear-14mm-bore-100-tooth","2302 Series Aluminum, MOD 0.8, Hub Mount Gear (14mm Bore, 100 Tooth)"
"3216-0001-0004","","","true","https://www.gobilda.com/shark-4-servo-gearbox-18-rpm-1888-oz-in-torque-continuous-rotation","Shark-4 Servo Gearbox (0.56 sec/60°, 18 RPM, 1888 oz-in Torque, 630° Rotation)"
"1402-0043-0006","841298118592","meta:gtin","false","https://www.gobilda.com/1402-series-2-side-1-post-clamping-mount-43mm-width-6mm-bore","1402 Series 2-Side, 1-Post Clamping Mount (43mm Width, 6mm Bore)"
"","","","true","https://www.gobilda.com/rd-2mm-gt2-timing-pulleys-1","2mm GT2 Timing Belt Accessories"
"4100-1214-0050","841298112088","meta:gtin","false","https://www.gobilda.com/4100-series-aluminum-tube-12mm-id-x-14mm-od-50mm-length","4100 Series Aluminum Tube (12mm ID x 14mm OD, 50mm Length)"
"3124-0001-0001","841298140692","meta:gtin","false","https://www.gobilda.com/laser-distance-sensor-1m-range-3-3-5v-digital-or-analog-output","Laser Distance Sensor (1m Range, 3.3-5V, Digital or Analog Output)"
"1111-0001-0001","841298113405","meta:gtin","false","https://www.gobilda.com/1111-series-angle-pattern-bracket-1-1","1111 Series Angle Pattern Bracket (1-1)"
"2800-0004-0060","841298116673","meta:gtin","false","https://www.gobilda.com/m4-x-0-7mm-zinc-plated-socket-head-screw-60mm-length-25-pack","M4 x 0.7mm Zinc-Plated Socket Head Screw (60mm Length) - 25 Pack"
"3412-0009-0390","841298128157","meta:gtin","false","https://www.gobilda.com/5mm-pitch-htd-timing-belt-9mm-width-390mm-pitch-length-78-tooth","5mm Pitch HTD Timing Belt (9mm Width, 390mm Pitch Length, 78 Tooth)"
"4103-0032-0336","841298116970","meta:gtin","false","https://www.gobilda.com/4103-series-gotube-336mm-length","4103 Series goTUBE (336mm Length)"
"5103-0024-0003","","","true","https://www.gobilda.com/5103-series-planetary-gearbox-3-7-1-ratio-24mm-length-8mm-rex-shaft","5103 Series Planetary Gearbox (3.7:1 Ratio, 24mm Length 8mm REX® Shaft)"
"5201-0002-0026","841298122087","meta:gtin","false","https://www.gobilda.com/5201-series-26-1-ratio-210-rpm-spur-gear-motor-w-encoder","5201 Series, 26:1 Ratio, 210 RPM Spur Gear Motor w/Encoder"
"2106-4008-0540","841298135353","meta:gtin","false","https://www.gobilda.com/8mm-rex-shaft-with-e-clip-stainless-steel-54mm-length","8mm REX® Shaft with E-Clip (Stainless Steel, 54mm Length)"
"","","","true","https://www.gobilda.com/rd-hyper-hubs","Hyper Hubs (16mm Pattern)"
"3802-2745-4527","841298134684","meta:gtin","false","https://www.gobilda.com/4-channel-servo-extension-via-cat6","4 Channel Servo Extension via CAT6"
"1120-0009-0240","841298115706","meta:gtin","false","https://www.gobilda.com/1120-series-u-channel-9-hole-240mm-length","1120 Series U-Channel (9 Hole, 240mm Length)"
"3103-0005-0001-v1","","","true","https://www.gobilda.com/floodgate-power-switch-xt30-current-sensing-v1","Floodgate Power Switch (XT30, Current Sensing) [V1]"
"1123-0096-0096","841298135490","meta:gtin","false","https://www.gobilda.com/1123-series-pattern-plate-3-x-3-hole-96-x-96mm","1123 Series Pattern Plate (3 x 3 Hole, 96 x 96mm)"
"3422-0006-0020","841298135148","meta:gtin","false","https://www.gobilda.com/2mm-pitch-gt2-pinion-timing-pulley-6mm-bore-20-tooth","2mm Pitch GT2 Pinion Timing Pulley (6mm Bore, 20 Tooth)"
"2317-0006-0024","841298135087","meta:gtin","false","https://www.gobilda.com/2317-series-mod-0-8-steel-miter-gear-set-screw-6mm-round-bore-24-tooth","2317 Series MOD 0.8 Steel Miter Gear (Set-Screw, 6mm Round Bore, 24 Tooth)"
"2202-0101-0103","","","true","https://www.gobilda.com/gobilda-dark-matter-t-shirt-heather-black-adult-m","goBILDA Dark Matter T-Shirt"
"1101-0010-0080","841298112774","meta:gtin","false","https://www.gobilda.com/1101-series-u-beam-10-hole-80mm-length","1101 Series U-Beam (10 Hole, 80mm Length)"
"1205-0002-0001","841298136008","meta:gtin","false","https://www.gobilda.com/1205-series-dual-block-mount-2-1-2-pack","1205 Series Dual Block Mount (2-1) - 2 Pack"
"3601-0014-0072","841298114617","meta:gtin","false","https://www.gobilda.com/3601-series-rhino-wheel-14mm-bore-72mm-diameter","3601 Series Rhino Wheel (14mm Bore, 72mm Diameter)"
"2807-0609-1000","841298120434","meta:gtin","false","https://www.gobilda.com/2807-series-stainless-steel-shim-6mm-id-x-9mm-od-1mm-thickness-12-pack","2807 Series Stainless Steel Shim (6mm ID x 9mm OD, 1mm Thickness) - 12 Pack"
"1120-0010-0264","841298128461","meta:gtin","false","https://www.gobilda.com/1120-series-u-channel-10-hole-264mm-length","1120 Series U-Channel (10 Hole, 264mm Length)"
"1522-0010-0060","841298131232","meta:gtin","false","https://www.gobilda.com/1522-series-8mm-id-spacer-10mm-od-6mm-length-4-pack","1522 Series 8mm ID Spacer (10mm OD, 6mm Length) - 4 Pack"
"3117-0032-0003","841298133946","meta:gtin","false","https://www.gobilda.com/3117-series-enclosure-32-3","3117 Series Enclosure (32-3)"
"1906-0024-0032","841298114457","meta:gtin","false","https://www.gobilda.com/1906-0024-0032-on-servocity","1906 Series Low-Profile Servo Hub (24 Tooth Spline, 32mm Diameter)"
"2202-0102-0201","","","true","https://www.gobilda.com/gobilda-classic-t-shirt-youth-sizes","goBILDA® Classic T-Shirt (Youth Sizes)"
"","","","true","https://www.gobilda.com/ftc-starter-bot-resource-guide-into-the-deep","FTC Starter Bot Resource Guide (INTO THE DEEP℠)"
"1605-0024-0006","841298109071","meta:gtin","false","https://www.gobilda.com/6mm-bore-1-side-1-post-pillow-block-24mm-height","6mm Bore 1-Side, 1-Post Pillow Block (24mm Height)"
"3206-0002-0005","841298123589","meta:gtin","false","https://www.gobilda.com/3206-series-servo-gearbox-5-1-ratio-hitec-hs-788hb-servo","3206 Series Servo Gearbox (5:1 Ratio, Hitec HS-788HB Servo)"
"1606-0043-0006","841298109064","meta:gtin","false","https://www.gobilda.com/6mm-bore-2-side-1-post-pillow-block-43mm-width","6mm Bore 2-Side, 1-Post Pillow Block (43mm Width)"
"","","","true","https://www.gobilda.com/rd-steel-grid-plates-1","Grid Plates"
